Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,Rolled School ID,School Name,Suburb,State,Postcode,School Sector,School Type,Special school,Campus Type,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name,State Electoral Division,State Electoral Division Name,Commonwealth Electoral Division,Commonwealth Electoral Division Name,school_avg,school_sim_avg,diff
2024,48807,55167.0,15167.0,48807,Castlereagh School,WILLETTON,WA,6155,Government,Combined,1,School Single Entity,-32.06068341,115.8815138,0,Major Cities,50055110000,50603113120,506031131,Willetton,50603,Canning,506,Perth - South East,51330,Canning,54505,Riverton (South Metropolitan),515,Tangney,,,
2024,48808,57402.0,17402.0,48808,Burbridge School,KOONDOOLA,WA,6064,Government,Combined,1,School Single Entity,-31.83822336,115.8609247,0,Major Cities,50329010000,50503109808,505031098,Alexander Heights - Koondoola,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,53602,Mirrabooka (East Metropolitan),504,Cowan,,,
2024,48809,55219.0,15219.0,48809,Kenwick School,KENWICK,WA,6107,Government,Combined,1,School Single Entity,-32.03722936,115.9665909,0,Major Cities,50134720000,50604113208,506041132,Beckenham - Kenwick - Langford,50604,Gosnells,506,Perth - South East,53780,Gosnells,52102,Forrestfield (East Metropolitan),502,Burt,,,
2024,48810,55233.0,15233.0,48810,Malibu School,SAFETY BAY,WA,6169,Government,Combined,1,School Single Entity,-32.30331891,115.7435302,0,Major Cities,50248340000,50705119008,507051190,Safety Bay - Shoalwater,50705,Rockingham,507,Perth - South West,57490,Rockingham,54605,Rockingham (South Metropolitan),501,Brand,,,
2024,48811,55166.0,15166.0,48811,Cassia Education Support Centre,SOUTH HEDLAND,WA,6722,Government,Primary,1,School Single Entity,-20.40948666,118.6077183,3,Remote,50243350000,51002127001,510021270,South Hedland,51002,East Pilbara,510,Western Australia - Outback (North),57280,Port Hedland,54403,Pilbara (Mining and Pastoral),506,Durack,,,
2024,48813,55162.0,15162.0,48813,Fremantle Language Development Centre,WILLAGEE,WA,6156,Government,Primary,1,School Head Campus,-32.05147519,115.8043568,0,Major Cities,50209150000,50704118307,507041183,Willagee,50704,Melville,507,Perth - South West,55320,Melville,55905,Willagee (South Metropolitan),515,Tangney,303.6,358.8,-55.19999999999999
2024,48814,55142.0,15142.0,48814,Avonvale Education Support Centre,NORTHAM,WA,6401,Government,Combined,1,School Single Entity,-31.64615359,116.6614,1,Inner Regional,50234120000,50902124319,509021243,Northam,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,56730,Northam,51401,Central Wheatbelt (Agricultural),506,Durack,,,
2024,48815,55284.0,15284.0,48815,Westminster Education Support Centre,WESTMINSTER,WA,6061,Government,Primary,1,School Single Entity,-31.87003584,115.8378524,0,Major Cities,50274420000,50502109017,505021090,Nollamara - Westminster,50502,Stirling,505,Perth - North West,57910,Stirling,50304,Balcatta (North Metropolitan),504,Cowan,,,
2024,48816,55224.0,15224.0,48816,Coolbellup Learning Centre,COOLBELLUP,WA,6163,Government,Primary,1,School Single Entity,-32.08409,115.80909,0,Major Cities,50075920000,50701115310,507011153,Coolbellup,50701,Cockburn,507,Perth - South West,51820,Cockburn,55905,Willagee (South Metropolitan),508,Fremantle,,,
2024,48817,57477.0,17477.0,48817,South East Language Development Centre,CLOVERDALE,WA,6105,Government,Primary,1,School Head Campus,-31.950283,115.94831,0,Major Cities,50030560000,50602130904,506021309,Cloverdale,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,284.2,353.2,-69.0
2024,48818,46861.0,6861.0,48818,Armadale Education Support Centre,ARMADALE,WA,6112,Government,Secondary,1,School Single Entity,-32.1616299,116.0163477,0,Major Cities,50006800000,50601111045,506011110,Armadale - Wungong - Brookdale,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,,,
2024,48819,55216.0,15216.0,48819,Kalamunda Primary Education Support Centre,KALAMUNDA,WA,6076,Government,Primary,1,School Single Entity,-31.97130895,116.051815,0,Major Cities,50163030000,50605114032,506051140,Kalamunda - Maida Vale - Gooseberry Hill,50605,Kalamunda,506,Perth - South East,54200,Kalamunda,52702,Kalamunda (East Metropolitan),509,Hasluck,,,
2024,48820,55232.0,15232.0,48820,Maddington Education Support Centre,MADDINGTON,WA,6109,Government,Primary,1,School Single Entity,-32.05406,115.98717,0,Major Cities,50134621000,50604113639,506041136,Maddington - Orange Grove - Martin,50604,Gosnells,506,Perth - South East,53780,Gosnells,55202,Thornlie (East Metropolitan),502,Burt,,,
2024,48821,55239.0,15239.0,48821,Roseworth Education Support Centre,GIRRAWHEEN,WA,6064,Government,Primary,1,School Single Entity,-31.84064,115.852497,0,Major Cities,50328980000,50503110216,505031102,Girrawheen,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,53602,Mirrabooka (East Metropolitan),504,Cowan,,,
2024,48822,57400.0,17400.0,48822,Beldon Education Support Centre,BELDON,WA,6027,Government,Primary,1,School Single Entity,-31.7744297,115.757746,0,Major Cities,50154080000,50501107007,505011070,Craigie - Beldon,50501,Joondalup,505,Perth - North West,54170,Joondalup,52404,Hillarys (North Metropolitan),510,Moore,,,
2024,48823,55184.0,15184.0,48823,Creaney Education Support Centre,KINGSLEY,WA,6026,Government,Primary,1,School Single Entity,-31.80433498,115.787591,0,Major Cities,50159250000,50501107823,505011078,Kingsley,50501,Joondalup,505,Perth - North West,54170,Joondalup,53004,Kingsley (North Metropolitan),510,Moore,,,
2024,48824,55259.0,15259.0,48824,Rockingham Beach Education Support Centre,ROCKINGHAM,WA,6168,Government,Primary,1,School Single Entity,-32.2820104,115.7226506,0,Major Cities,50248550000,50705118815,507051188,Rockingham,50705,Rockingham,507,Perth - South West,57490,Rockingham,54605,Rockingham (South Metropolitan),501,Brand,,,
2024,48825,55286.0,15286.0,48825,Wirrabirra Education Support Centre,GOSNELLS,WA,6110,Government,Primary,1,School Single Entity,-32.07433565,115.9795395,0,Major Cities,50134740000,50604113431,506041134,Gosnells,50604,Gosnells,506,Perth - South East,53780,Gosnells,55005,Southern River (South Metropolitan),502,Burt,,,
2024,48826,55175.0,15175.0,48826,Cloverdale Education Support Centre,CLOVERDALE,WA,6105,Government,Primary,1,School Single Entity,-31.95940615,115.936364,0,Major Cities,50030762000,50602130903,506021309,Cloverdale,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,,,
2024,48827,55192.0,15192.0,48827,East Victoria Park Education Support Centre,EAST VICTORIA PARK,WA,6101,Government,Primary,1,School Single Entity,-31.97996023,115.90844883,0,Major Cities,50312070000,50602111932,506021119,East Victoria Park - Carlisle,50602,Belmont - Victoria Park,506,Perth - South East,58510,Victoria Park,55405,Victoria Park (South Metropolitan),514,Swan,,,
2024,48828,55238.0,15238.0,48828,Dianella Secondary College Education Support Centre,DIANELLA,WA,6059,Government,Secondary,1,School Single Entity,-31.87763059,115.8536258,0,Major Cities,50279050000,50502130114,505021301,Dianella - North,50502,Stirling,505,Perth - North West,57910,Stirling,53802,Morley (East Metropolitan),504,Cowan,,,
2024,48829,55241.0,15241.0,48829,Mount Hawthorn Education Support Centre,MOUNT HAWTHORN,WA,6016,Government,Primary,1,School Single Entity,-31.91773856,115.8347463,0,Major Cities,50316850000,50302103818,503021038,Mount Hawthorn - Leederville,50302,Perth City,503,Perth - Inner,58570,Vincent,54304,Perth (North Metropolitan),513,Perth,,,
2024,48830,55264.0,15264.0,48830,South Bunbury Education Support Centre,SOUTH BUNBURY,WA,6230,Government,Primary,1,School Single Entity,-33.3409,115.64269,1,Inner Regional,50039960000,50102125305,501021253,South Bunbury - Bunbury,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,,,
2024,48831,51129.0,11129.0,48831,Gwynne Park Primary School,ARMADALE,WA,6112,Government,Primary,0,School Single Entity,-32.16173284,115.9997372,0,Major Cities,50007930000,50601111011,506011110,Armadale - Wungong - Brookdale,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,388.5,388.1,0.39999999999997726
2024,48832,55193.0,15193.0,48832,Eastern Goldfields Education Support Centre,KALGOORLIE,WA,6430,Government,Secondary,1,School Single Entity,-30.768035,121.4799335,2,Outer Regional,50170820000,51103127932,511031279,Kalgoorlie,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,,,
2024,48833,55229.0,15229.0,48833,Leda Education Support Centre,LEDA,WA,6170,Government,Primary,1,School Single Entity,-32.25991694,115.8044386,0,Major Cities,50179180000,50703117011,507031170,Calista,50703,Kwinana,507,Perth - South West,54830,Kwinana,53105,Kwinana (South Metropolitan),501,Brand,211.0,282.0,-71.0
2024,48834,55248.0,15248.0,48834,Meadow Springs Education Support Centre,MEADOW SPRINGS,WA,6210,Government,Primary,1,School Single Entity,-32.500317,115.758417,0,Major Cities,50391993300,50201102736,502011027,Mandurah - North,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,,,
2024,48835,55160.0,15160.0,48835,Cannington Community Education Support Centre,CANNINGTON,WA,6107,Government,Secondary,1,School Single Entity,-32.01364,115.93613,0,Major Cities,50055030000,50603112751,506031127,Cannington - Queens Park,50603,Canning,506,Perth - South East,51330,Canning,51205,Cannington (South Metropolitan),514,Swan,,,
2024,48836,55214.0,15214.0,48836,Joondalup Education Support Centre,JOONDALUP,WA,6027,Government,Primary,1,School Single Entity,-31.72343846,115.7611498,0,Major Cities,50148960000,50501107712,505011077,Joondalup - Edgewater,50501,Joondalup,505,Perth - North West,54170,Joondalup,52604,Joondalup (North Metropolitan),510,Moore,,,
2024,48837,55268.0,15268.0,48837,Spencer Park Education Support Centre,SPENCER PARK,WA,6330,Government,Primary,1,School Single Entity,-35.005039216336,117.901093997195,2,Outer Regional,50000780000,50901122511,509011225,Albany,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,,,
2024,48838,55245.0,15245.0,48838,Newton Moore Education Support Centre,BUNBURY,WA,6230,Government,Secondary,1,School Single Entity,-33.35990997,115.6342846,1,Inner Regional,50040470000,50102125311,501021253,South Bunbury - Bunbury,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,,,
2024,48839,57678.0,17678.0,48839,Leeming Senior High School Education Support Centre,LEEMING,WA,6149,Government,Secondary,1,School Single Entity,-32.07397681,115.8558121,0,Major Cities,50207940000,50704118010,507041180,Leeming,50704,Melville,507,Perth - South West,55320,Melville,52505,Jandakot (South Metropolitan),515,Tangney,362.0,425.2,-63.19999999999999
2024,48840,55222.0,15222.0,48840,Koorana Education Support Centre,WARNBRO,WA,6169,Government,Primary,1,School Single Entity,-32.34209,115.76518,0,Major Cities,50248470000,50705119313,507051193,Warnbro,50705,Rockingham,507,Perth - South West,57490,Rockingham,55605,Warnbro (South Metropolitan),501,Brand,,,
2024,48841,57857.0,17857.0,48841,Canning Vale Education Support Centre,CANNING VALE,WA,6155,Government,Primary,1,School Single Entity,-32.07555024,115.9125812,0,Major Cities,50391796000,50603112506,506031125,Canning Vale - West,50603,Canning,506,Perth - South East,51330,Canning,52505,Jandakot (South Metropolitan),515,Tangney,,,
2024,48842,55262.0,15262.0,48842,South Ballajura Education Support Centre,BALLAJURA,WA,6066,Government,Primary,1,School Single Entity,-31.85021633,115.9102241,0,Major Cities,50302130000,50403105647,504031056,Ballajura,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),504,Cowan,,,
2024,48843,55135.0,15135.0,48843,Belridge Secondary Education Support Centre,BELDON,WA,6027,Government,Secondary,1,School Single Entity,-31.76989045,115.7631461,0,Major Cities,50154200000,50501107005,505011070,Craigie - Beldon,50501,Joondalup,505,Perth - North West,54170,Joondalup,52404,Hillarys (North Metropolitan),510,Moore,,,
2024,48844,57450.0,17450.0,48844,Merriwa Education Support Centre,MERRIWA,WA,6030,Government,Primary,1,School Single Entity,-31.66827,115.71298,0,Major Cities,50327490000,50503109930,505031099,Butler - Merriwa - Ridgewood,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,51104,Butler (North Metropolitan),512,Pearce,,,
2024,48845,57682.0,17682.0,48845,Riverside Education Support Centre,GREENFIELDS,WA,6210,Government,Primary,1,School Single Entity,-32.53138889,115.7675,0,Major Cities,50391655800,50201102308,502011023,Greenfields,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,,,
2024,48846,57681.0,17681.0,48846,O'Connor Education Support Centre,BOULDER,WA,6432,Government,Primary,1,School Single Entity,-30.77757359,121.465742,2,Outer Regional,50168280000,51103127929,511031279,Kalgoorlie,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,,,
2024,48847,57686.0,17686.0,48847,Warnbro Community High School Education Support Centre,WARNBRO,WA,6169,Government,Secondary,1,School Single Entity,-32.34428482,115.7575855,0,Major Cities,50248510000,50705119311,507051193,Warnbro,50705,Rockingham,507,Perth - South West,57490,Rockingham,55605,Warnbro (South Metropolitan),501,Brand,337.9,431.6,-93.70000000000005
2024,48848,57675.0,17675.0,48848,Esperance Education Support Centre,ESPERANCE,WA,6450,Government,Secondary,1,School Single Entity,-33.859399,121.870968,3,Remote,50391888900,51101127424,511011274,Esperance,51101,Esperance,511,Western Australia - Outback (South),53290,Esperance,54701,Roe (Agricultural),511,O'Connor,,,
2024,48849,57683.0,17683.0,48849,Rockingham Senior High School Education Support Centre,ROCKINGHAM,WA,6168,Government,Secondary,1,School Single Entity,-32.28475182,115.7369159,0,Major Cities,50248410000,50705118818,507051188,Rockingham,50705,Rockingham,507,Perth - South West,57490,Rockingham,54605,Rockingham (South Metropolitan),501,Brand,,,
2024,48850,57860.0,17860.0,48850,Kalamunda Secondary Education Support Centre,KALAMUNDA,WA,6076,Government,Secondary,1,School Single Entity,-31.97841597,116.0588438,0,Major Cities,50163020000,50605114022,506051140,Kalamunda - Maida Vale - Gooseberry Hill,50605,Kalamunda,506,Perth - South East,54200,Kalamunda,52702,Kalamunda (East Metropolitan),509,Hasluck,,,
2024,48851,57391.0,17391.0,48851,Albany Secondary Education Support Centre,ALBANY,WA,6330,Government,Secondary,1,School Single Entity,-34.99111111,117.8633333,2,Outer Regional,50002490000,50901123313,509011233,McKail - Willyung,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,,,
2024,48852,57422.0,17422.0,48852,Endeavour Education Support Centre,PORT KENNEDY,WA,6172,Government,Primary,1,School Single Entity,-32.37017504,115.7512116,0,Major Cities,50248350000,50705118714,507051187,Port Kennedy,50705,Rockingham,507,Perth - South West,57490,Rockingham,55605,Warnbro (South Metropolitan),501,Brand,286.55555555555554,338.22222222222223,-51.666666666666686
2024,48853,57676.0,17676.0,48853,Halls Head College Education Support Centre,HALLS HEAD,WA,6210,Government,Secondary,1,School Single Entity,-32.55524,115.69274,0,Major Cities,50190490000,50201102422,502011024,Halls Head - Erskine,50201,Mandurah,502,Mandurah,55110,Mandurah,52006,Dawesville (South West),503,Canning,,,
2024,48854,57859.0,17859.0,48854,Peel Language Development School,PORT KENNEDY,WA,6172,Government,Primary,1,School Head Campus,-32.35759,115.76715,0,Major Cities,50246690000,50705118718,507051187,Port Kennedy,50705,Rockingham,507,Perth - South West,57490,Rockingham,55605,Warnbro (South Metropolitan),501,Brand,318.8,361.0,-42.19999999999999
2024,48855,57685.0,17685.0,48855,Shenton College Deaf Education Centre,SHENTON PARK,WA,6008,Government,Secondary,1,School Single Entity,-31.95766981,115.8039824,0,Major Cities,50231490000,50302104227,503021042,Subiaco - Shenton Park,50302,Perth City,503,Perth - Inner,56580,Nedlands,54104,Nedlands (North Metropolitan),505,Curtin,566.4,565.4,1.0
2024,48856,57855.0,17855.0,48856,Geographe Education Support Centre,BUSSELTON,WA,6280,Government,Combined,1,School Single Entity,-33.6664,115.32831,1,Inner Regional,50047730000,50101129442,501011294,Busselton - West,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,,,
2024,48857,58077.0,18077.0,48857,Riverton Education Support Centre,RIVERTON,WA,6148,Government,Primary,1,School Single Entity,-32.03434,115.90013,0,Major Cities,50056000000,50603112925,506031129,Riverton - Shelley - Rossmoyne,50603,Canning,506,Perth - South East,51330,Canning,54505,Riverton (South Metropolitan),515,Tangney,,,
2024,48858,86705.0,22740.0,48858,West Coast Secondary Education Support Centre,WARWICK,WA,6024,Government,Secondary,1,School Single Entity,-31.82267546,115.7670532,0,Major Cities,50156300000,50501107203,505011072,Duncraig,50501,Joondalup,505,Perth - North West,54170,Joondalup,51304,Carine (North Metropolitan),510,Moore,,,
2024,48859,70084.0,30084.0,48859,School Of Special Educational Needs: Sensory,PADBURY,WA,6025,Government,Primary,1,School Single Entity,-31.805595,115.762237,0,Major Cities,50155800000,50501108104,505011081,Padbury,50501,Joondalup,505,Perth - North West,54170,Joondalup,52404,Hillarys (North Metropolitan),510,Moore,,,
2024,48860,42712.0,2712.0,48860,St Joseph's College,ALBANY,WA,6330,Catholic,Combined,0,School Single Entity,-35.000249,117.903724,2,Outer Regional,50002340000,50901122512,509011225,Albany,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,493.9,494.8,-0.9000000000000341
2024,48861,40144.0,144.0,48861,St Benedict's School,APPLECROSS,WA,6153,Catholic,Primary,0,School Single Entity,-32.018295,115.839413,0,Major Cities,50209511000,50704117516,507041175,Applecross - Ardross,50704,Melville,507,Perth - South West,55320,Melville,50605,Bateman (South Metropolitan),515,Tangney,471.8,487.1,-15.300000000000011
2024,48862,40163.0,163.0,48862,Xavier Catholic School,HILBERT,WA,6112,Catholic,Primary,0,School Single Entity,-32.160115,115.991753,0,Major Cities,50392049300,50601111041,506011110,Armadale - Wungong - Brookdale,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,416.0,436.4,-20.399999999999977
2024,48863,40232.0,232.0,48863,Santa Maria College,ATTADALE,WA,6156,Independent,Combined,0,School Single Entity,-32.021933,115.802947,0,Major Cities,50210160000,50704118107,507041181,Melville,50704,Melville,507,Perth - South West,55320,Melville,50805,Bicton (South Metropolitan),515,Tangney,566.0,574.0,-8.0
2024,48864,40196.0,196.0,48864,St Lawrence Primary School,BALCATTA,WA,6021,Catholic,Primary,0,School Single Entity,-31.87911,115.82776,0,Major Cities,50277390000,50502108433,505021084,Balcatta - Hamersley,50502,Stirling,505,Perth - North West,57910,Stirling,50304,Balcatta (North Metropolitan),504,Cowan,447.9,457.3,-9.400000000000034
2024,48865,40165.0,165.0,48865,St Gerard's Catholic Primary School,WESTMINSTER,WA,6061,Catholic,Primary,0,School Single Entity,-31.86987,115.847925,0,Major Cities,50272460000,50502109013,505021090,Nollamara - Westminster,50502,Stirling,505,Perth - North West,57910,Stirling,50304,Balcatta (North Metropolitan),504,Cowan,409.4,434.2,-24.80000000000001
2024,48866,40213.0,213.0,48866,St Michael's School,BASSENDEAN,WA,6054,Catholic,Primary,0,School Single Entity,-31.905535,115.949921,0,Major Cities,50391516600,50401104435,504011044,Bassendean - Eden Hill - Ashfield,50401,Bayswater - Bassendean,504,Perth - North East,50350,Bassendean,50502,Bassendean (East Metropolitan),513,Perth,457.9,469.4,-11.5
2024,48867,40156.0,156.0,48867,St Columba's School,BAYSWATER,WA,6053,Catholic,Primary,0,School Single Entity,-31.922514,115.911084,0,Major Cities,50025720000,50401104514,504011045,Bayswater - Embleton - Bedford,50401,Bayswater - Bassendean,504,Perth - North East,50420,Bayswater,53402,Maylands (East Metropolitan),513,Perth,487.4,482.2,5.199999999999989
2024,48868,40077.0,77.0,48868,Christ the King School,BEACONSFIELD,WA,6162,Catholic,Primary,0,School Single Entity,-32.07235,115.77311,0,Major Cities,50118460000,50702116631,507021166,Fremantle - South,50702,Fremantle,507,Perth - South West,53430,Fremantle,52205,Fremantle (South Metropolitan),508,Fremantle,437.0,455.6,-18.600000000000023
2024,48869,56460.0,16460.0,48869,Sacred Heart School,BROOME,WA,6725,Catholic,Combined,0,School Single Entity,-16.98060737,122.6656855,4,Very Remote,50396830000,51001126604,510011266,Roebuck,51001,Kimberley,510,Western Australia - Outback (North),50980,Broome,52903,Kimberley (Mining and Pastoral),506,Durack,316.2,326.2,-10.0
2024,48870,40231.0,231.0,48870,Santa Clara School,ST JAMES,WA,6102,Catholic,Primary,0,School Single Entity,-32.00594,115.91168,0,Major Cities,50053960000,50603112430,506031124,Bentley - Wilson - St James,50603,Canning,506,Perth - South East,51330,Canning,55405,Victoria Park (South Metropolitan),514,Swan,460.0,463.9,-3.8999999999999773
2024,48871,55658.0,15658.0,48871,Edmund Rice College,BINDOON,WA,6502,Catholic,Secondary,0,School Single Entity,-31.31289,116.17798,2,Outer Regional,50066410000,50902123611,509021236,Chittering,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,51680,Chittering,53701,Moore (Agricultural),506,Durack,386.2,405.6,-19.400000000000034
2024,48872,40197.0,197.0,48872,St Lawrence's Primary School,GERALDTON,WA,6530,Catholic,Primary,0,School Single Entity,-28.744321,114.621696,2,Outer Regional,50124090000,51104128517,511041285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,423.1,433.4,-10.299999999999955
2024,48873,40182.0,182.0,48873,St Joseph's School,BOULDER,WA,6432,Catholic,Primary,0,School Single Entity,-30.781908,121.477963,2,Outer Regional,50171120000,51103127802,511031278,Boulder,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,414.3,428.2,-13.899999999999977
2024,48874,40127.0,127.0,48874,St Mary's Catholic School,BOYUP BROOK,WA,6244,Catholic,Primary,0,School Single Entity,-33.838099,116.386042,2,Outer Regional,50032990000,50103101702,501031017,Bridgetown - Boyup Brook,50103,Manjimup,501,Bunbury,50770,Boyup Brook,55706,Warren-Blackwood (South West),511,O'Connor,434.5,434.0,0.5
2024,48875,40151.0,151.0,48875,St Brigid's School,BRIDGETOWN,WA,6255,Catholic,Primary,0,School Single Entity,-33.95765,116.14053,1,Inner Regional,50033660000,50103101710,501031017,Bridgetown - Boyup Brook,50103,Manjimup,501,Bunbury,50840,Bridgetown-Greenbushes,55706,Warren-Blackwood (South West),511,O'Connor,437.3,442.0,-4.699999999999989
2024,48876,40214.0,214.0,48876,St Michael's School,BRUNSWICK,WA,6224,Catholic,Primary,0,School Single Entity,-33.25452182,115.83760211,1,Inner Regional,50143300000,50102101401,501021014,Harvey,50102,Bunbury,501,Bunbury,53990,Harvey,54006,Murray-Wellington (South West),507,Forrest,418.4,432.0,-13.600000000000023
2024,48877,40161.0,161.0,48877,Bunbury Catholic College,BUNBURY,WA,6230,Catholic,Secondary,0,School Single Entity,-33.34371,115.66209,1,Inner Regional,50042690000,50102101502,501021015,East Bunbury - Glen Iris,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,564.0,560.8,3.2000000000000455
2024,48878,54066.0,14066.0,48878,St Joseph's Primary School,BUNBURY,WA,6230,Catholic,Primary,0,School Single Entity,-33.37427,115.63365,1,Inner Regional,50041870000,50102125404,501021254,Withers - Usher,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,457.3,451.9,5.400000000000034
2024,48880,40206.0,206.0,48880,St Mary Star of the Sea College,CARNARVON,WA,6701,Catholic,Combined,0,School Head Campus,-24.8857338,113.658487,4,Very Remote,50063620000,51102127601,511021276,Carnarvon,51102,Gascoyne,511,Western Australia - Outback (South),51540,Carnarvon,54203,North West Central (Mining and Pastoral),506,Durack,473.85,474.55,-0.6999999999999886
2024,48881,40089.0,89.0,48881,Holy Spirit School,CITY BEACH,WA,6015,Catholic,Primary,0,School Single Entity,-31.91683649,115.7650929,0,Major Cities,50048460000,50301103016,503011030,City Beach,50301,Cottesloe - Claremont,503,Perth - Inner,51310,Cambridge,51504,Churchlands (North Metropolitan),505,Curtin,485.2,494.1,-8.900000000000034
2024,48882,40229.0,229.0,48882,St Thomas' Primary School,CLAREMONT,WA,6010,Catholic,Primary,0,School Single Entity,-31.97747,115.78898,0,Major Cities,50067280000,50301103115,503011031,Claremont (WA),50301,Cottesloe - Claremont,503,Perth - Inner,51750,Claremont,51804,Cottesloe (North Metropolitan),505,Curtin,479.0,490.9,-11.899999999999977
2024,48883,45624.0,5624.0,48883,Clontarf Aboriginal College,WATERFORD,WA,6152,Catholic,Secondary,1,School Single Entity,-32.01433598,115.8970387,0,Major Cities,50391635700,50607114602,506071146,Manning - Waterford,50607,South Perth,506,Perth - South East,57840,South Perth,54905,South Perth (South Metropolitan),514,Swan,416.44444444444446,421.22222222222223,-4.7777777777777715
2024,48885,53661.0,13661.0,48885,St Brigid's School,COLLIE,WA,6225,Catholic,Primary,0,School Single Entity,-33.34819,116.158397,1,Inner Regional,50078010000,50102100901,501021009,Collie,50102,Bunbury,501,Bunbury,51890,Collie,51706,Collie-Preston (South West),511,O'Connor,445.4,436.9,8.5
2024,48886,40225.0,225.0,48886,St Pius X Catholic School,MANNING,WA,6152,Catholic,Primary,0,School Single Entity,-32.01683641,115.8637054,0,Major Cities,50267810000,50607114530,506071145,Como,50607,South Perth,506,Perth - South East,57840,South Perth,54905,South Perth (South Metropolitan),514,Swan,463.4,478.0,-14.600000000000023
2024,48887,40115.0,115.0,48887,Our Lady of Lourdes School,DARDANUP,WA,6236,Catholic,Primary,0,School Single Entity,-33.39781,115.75523,1,Inner Regional,50089830000,50102101008,501021010,Dardanup,50102,Bunbury,501,Bunbury,52660,Dardanup,51706,Collie-Preston (South West),507,Forrest,430.8,443.2,-12.399999999999977
2024,48888,42154.0,2154.0,48888,Holy Rosary School,DERBY,WA,6728,Catholic,Primary,0,School Single Entity,-17.30502,123.63378,4,Very Remote,50391461500,51001126302,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,368.1,359.1,9.0
2024,48889,40122.0,122.0,48889,Our Lady's Assumption School,DIANELLA,WA,6059,Catholic,Primary,0,School Single Entity,-31.89694,115.8727,0,Major Cities,50273320000,50502130208,505021302,Dianella - South,50502,Stirling,505,Perth - North West,57910,Stirling,53902,Mount Lawley (East Metropolitan),513,Perth,469.2,474.3,-5.100000000000023
2024,48890,40207.0,207.0,48890,St Mary's School,DONNYBROOK,WA,6239,Catholic,Primary,0,School Single Entity,-33.5753438,115.8189358,1,Inner Regional,50099020000,50103101805,501031018,Donnybrook - Balingup,50103,Manjimup,501,Bunbury,52870,Donnybrook-Balingup,51706,Collie-Preston (South West),507,Forrest,451.1,453.1,-2.0
2024,48891,40088.0,88.0,48891,Holy Rosary School,DOUBLEVIEW,WA,6018,Catholic,Primary,0,School Single Entity,-31.909049,115.787387,0,Major Cities,50292573000,50502109623,505021096,Wembley Downs - Churchlands - Woodlands,50502,Stirling,505,Perth - North West,57910,Stirling,51504,Churchlands (North Metropolitan),505,Curtin,465.9,481.6,-15.700000000000045
